Diameter,75%threshold Visibility Contrast
4,0.0152821105527522
5,0.0302016877490132
6,0.0263499663004913
7,0.0446194080293846
8,0.0618282167362143
9,0.115283619119113
10,0.14982456207401
11,0.249894354701261
12,0.27359547694002
