Nominal Diameter (mm),Nominal contrast
4,0.128
2.8,0.128
2,0.128
1.4,0.127999908076272
1,0.238
0.7,0.238
0.5,0.192663843657324
0.35,0.237999835503345
0.25,0.23799999961314
