Nominal Diameter (mm),Nominal contrast
4,0.0252989532707436
2.8,0.0346231317125531
2,0.0267289038804626
1.4,0.0351792861258478
1,0.0432032265196475
0.7,0.0682749735568883
0.5,0.0514835663602453
0.35,0.0844712262525551
0.25,0.117660299489971
