Nominal Diameter (mm),Nominal contrast
4,0.0592708274214523
2.8,0.0673997217703908
2,0.128
1.4,0.123789995822549
1,0.127319195375456
0.7,0.238
0.5,0.111154063309792
0.35,0.198634863321331
0.25,0.237999272817812
