Nominal Diameter (mm),Nominal contrast
4,0.128
2.8,0.128
2,0.128
1.4,0.127999863356686
1,0.127999823615994
0.7,0.238
0.5,0.15452370180372
0.35,0.237999936773888
0.25,0.237999999943205
