Nominal Diameter (mm),Nominal contrast
4,0.0376914506628
2.8,0.0379822371618576
2,0.034467451509733
1.4,0.0353898221376776
1,0.0468826119921777
0.7,0.0706083429436509
0.5,0.0557901777060368
0.35,0.0837895752287487
0.25,0.114775219013542
