Diameter,75%threshold Visibility Contrast
4,0.0152821105527522
5,0.0276188185537219
6,0.0184273974682567
7,0.0357530773595454
8,0.0454525538076204
9,0.0589158298029504
10,0.136177578880101
11,0.249394826934165
12,0.245478548637118
