Nominal Diameter (mm),Nominal contrast
4,0.0345849999434956
2.8,0.031673404634549
2,0.0273092699738875
1.4,0.0253264808321177
1,0.0367314562320581
0.7,0.0579886552745756
0.5,0.0480962070892376
0.35,0.0711550680236843
0.25,0.0931616448713841
