Diameter,75%threshold Visibility Contrast
4,0.0330389918534345
5,0.0340142857889856
6,0.0385809109690829
7,0.0496735687646204
8,0.101288892728509
9,0.149860118807855
10,0.297395468328659
11,0.342103848405877
12,0.569529701284845
