Diameter,75%threshold Visibility Contrast
4,0.0143808126566679
5,0.020172540039923
6,0.0137098217120474
7,0.0342055315188602
8,0.0389394905521384
9,0.0780943198196732
10,0.0895026065263757
11,0.193059895206623
12,0.247390907481012
