Diameter,75%threshold Visibility Contrast
4,0.0236681010560931
5,0.0334562560902418
6,0.0209498121979382
7,0.0450000482393961
8,0.0449442833198996
9,0.0718863289769262
10,0.180937105197907
11,0.292578320216098
12,0.241526393281563
