Nominal Diameter (mm),Nominal contrast
4,0.0476807457620433
2.8,0.0569699072930979
2,0.0564648142487338
1.4,0.0684188276276024
1,0.0784446068721286
0.7,0.109541556663236
0.5,0.0759268389133273
0.35,0.123040482248075
0.25,0.181184148229388
