Nominal Diameter (mm),Nominal contrast
4,0.0324407971200376
2.8,0.0281298253847267
2,0.0220305953683123
1.4,0.0191660205202986
1,0.029662170216808
0.7,0.0503386546988214
0.5,0.0422496773834102
0.35,0.0630902156394334
0.25,0.0808959799322312
