Nominal Diameter (mm),Nominal contrast
4,0.0370329019539326
2.8,0.0598130316898512
2,0.054331367518482
1.4,0.0681306575962742
1,0.0795471106667247
0.7,0.101128978609027
0.5,0.0793964912281286
0.35,0.125384262423314
0.25,0.180550960607459
