Diameter,75%threshold Visibility Contrast
4,0.0129735454647961
5,0.0190521614962086
6,0.0222923962225364
7,0.0355
8,0.238
9,0.0682547270160783
10,0.0819949770830048
11,0.186514506185829
12,0.239115967113194
