Nominal Diameter (mm),Nominal contrast
4,0.0200113971602925
2.8,0.028773837867476
2,0.021753614333457
1.4,0.0202870338191961
1,0.0263000956721558
0.7,0.0518958571940902
0.5,0.0478070685282776
0.35,0.0746685473206994
0.25,0.0991130681845626
