Nominal Diameter (mm),Nominal contrast
4,0.128
2.8,0.128
2,0.128
1.4,0.127999716037305
1,0.127999999426172
0.7,0.238
0.5,0.163439291586779
0.35,0.237999469657583
0.25,0.237999733928117
