Diameter,75%threshold Visibility Contrast
4,0.0175894851298319
5,0.0357885892919726
6,0.0170945791140707
7,0.0435654403442662
8,0.0529614108742285
9,0.108977215890386
10,0.174697524673062
11,0.258779406396377
12,0.407920670052239
