Nominal Diameter (mm),Nominal contrast
4,0.0213764657785881
2.8,0.0312248378009807
2,0.0243804434690873
1.4,0.023488556758008
1,0.0306628936014958
0.7,0.0559945252324728
0.5,0.0513278235806773
0.35,0.0793139892720931
0.25,0.106300799849473
