Nominal Diameter (mm),Nominal contrast
4,0.0226850604987031
2.8,0.0337579571629472
2,0.0268212308373468
1.4,0.0267601766592251
1,0.0348132371412015
0.7,0.059927102663299
0.5,0.0542565246487418
0.35,0.0832594007031526
0.25,0.112848593939757
