Diameter,75%threshold Visibility Contrast
4,0.0157590769358975
5,0.0280986505358593
6,0.0231183557584268
7,0.0461907966042363
8,0.0436631247004347
9,0.0715592518549796
10,0.1605484469279
11,0.330572602648511
12,0.348469088005
