Nominal Diameter (mm),Nominal contrast
4,0.0591095202344788
2.8,0.067399790675056
2,0.128
1.4,0.122772611348421
1,0.12498153559756
0.7,0.238
0.5,0.110588422028098
0.35,0.200745495182778
0.25,0.237999677301959
