Nominal Diameter (mm),Nominal contrast
4,0.128
2.8,0.128
2,0.128
1.4,0.127999847101656
1,0.127999780457516
0.7,0.238
0.5,0.154054792068691
0.35,0.237999975117163
0.25,0.237999999781419
